id,age,job,marital,education,balance,loan,contact,month,campaign,deposit
cus_23763,36,technician,married,secondary,4542,no,cellular,aug,7,no
cus_23764,56,blue-collar,married,primary,313,no,cellular,aug,7,no
cus_23765,46,technician,married,secondary,292,yes,cellular,aug,13,no
cus_23766,43,management,single,tertiary,946,no,telephone,aug,1,no
cus_23767,41,technician,divorced,secondary,195,no,cellular,aug,1,no
cus_23768,31,technician,married,secondary,367,no,cellular,aug,7,no
cus_23769,48,blue-collar,married,primary,266,no,telephone,aug,5,no
cus_23770,60,technician,divorced,secondary,-50,no,cellular,aug,12,no
cus_23771,36,technician,single,secondary,34,yes,cellular,aug,1,no
cus_23772,34,management,single,tertiary,603,no,cellular,aug,1,no
cus_23773,58,retired,married,tertiary,1326,no,cellular,aug,1,no
cus_23774,45,technician,married,tertiary,265,no,cellular,aug,3,no
cus_23775,39,management,married,tertiary,-17,yes,cellular,aug,1,yes
cus_23776,55,technician,married,secondary,55,yes,cellular,aug,7,no
cus_23777,32,technician,married,secondary,963,no,cellular,aug,13,no
cus_23778,41,management,single,tertiary,4522,no,cellular,aug,1,no
cus_23779,32,technician,married,secondary,235,no,telephone,aug,6,no
cus_23780,32,technician,single,secondary,792,no,cellular,aug,2,no
cus_23781,31,management,single,tertiary,58,no,cellular,aug,2,no
cus_23782,33,management,single,tertiary,2059,no,cellular,aug,2,no
cus_23783,36,technician,married,secondary,216,no,cellular,aug,2,no
cus_23784,35,technician,single,secondary,634,no,cellular,aug,2,no
cus_23785,38,self-employed,married,tertiary,1029,no,cellular,aug,2,no
cus_23786,36,technician,married,secondary,432,no,cellular,aug,2,no
cus_23787,47,blue-collar,married,primary,961,no,cellular,aug,11,no
cus_23788,31,technician,married,tertiary,0,no,cellular,aug,2,no
cus_23789,49,services,married,secondary,413,yes,cellular,aug,2,no
cus_23790,59,technician,divorced,secondary,0,no,cellular,aug,2,no
cus_23791,37,management,married,tertiary,4293,no,cellular,aug,2,no
cus_23792,42,technician,married,secondary,0,no,cellular,aug,12,no
cus_23793,46,blue-collar,married,secondary,1673,no,cellular,aug,10,no
cus_23794,35,technician,married,tertiary,358,no,cellular,aug,9,no
cus_23795,51,blue-collar,married,primary,21614,no,cellular,aug,7,no
cus_23796,41,technician,single,tertiary,1026,no,cellular,aug,6,no
cus_23797,35,technician,divorced,secondary,56,no,cellular,aug,12,no
cus_23798,34,management,single,tertiary,-281,no,cellular,aug,6,no
cus_23799,38,technician,divorced,tertiary,82,no,cellular,aug,13,no
cus_23800,33,technician,married,secondary,79,no,cellular,aug,3,no
cus_23801,36,technician,single,secondary,0,no,cellular,aug,6,no
cus_23802,33,technician,married,secondary,58,no,telephone,aug,2,no
cus_23803,31,management,single,tertiary,350,no,cellular,aug,7,no
cus_23804,45,self-employed,married,primary,373,no,cellular,aug,11,no
cus_23805,32,management,married,tertiary,134,yes,cellular,aug,2,no
cus_23806,34,management,married,tertiary,0,no,cellular,aug,2,no
cus_23807,33,services,married,secondary,28,no,cellular,aug,2,no
cus_23808,47,admin.,married,secondary,996,no,telephone,aug,2,no
cus_23809,37,technician,married,tertiary,1561,no,cellular,aug,7,no
cus_23810,35,technician,divorced,secondary,515,yes,cellular,aug,3,no
cus_23811,37,management,single,secondary,45,no,cellular,aug,3,no
cus_23812,60,retired,married,tertiary,614,no,cellular,aug,3,no
cus_23813,38,technician,married,secondary,300,no,cellular,aug,5,no
cus_23814,38,technician,single,secondary,332,no,cellular,aug,2,no
cus_23815,30,technician,married,secondary,32,no,cellular,aug,2,no
cus_23816,47,technician,divorced,tertiary,8,no,cellular,aug,2,no
cus_23817,40,management,married,tertiary,194,yes,cellular,aug,2,no
cus_23818,47,blue-collar,married,primary,193,no,cellular,aug,2,no
cus_23819,53,admin.,married,secondary,578,no,cellular,aug,2,no
cus_23820,48,blue-collar,married,secondary,647,no,cellular,aug,8,no
cus_23821,46,management,married,tertiary,1008,no,cellular,aug,13,no
cus_23822,36,technician,single,secondary,0,no,cellular,aug,2,no
cus_23823,33,management,married,tertiary,452,no,cellular,aug,2,no
cus_23824,56,management,married,tertiary,2925,no,cellular,aug,6,no
cus_23825,32,management,married,tertiary,0,no,cellular,aug,2,no
cus_23826,35,technician,single,secondary,3490,no,cellular,aug,2,yes
cus_23827,32,technician,single,secondary,-1,no,cellular,aug,2,no
cus_23828,45,management,married,tertiary,1186,no,cellular,aug,7,no
cus_23829,45,technician,divorced,secondary,54,no,cellular,aug,3,no
cus_23830,35,unknown,married,primary,365,no,cellular,aug,2,no
cus_23831,37,technician,single,tertiary,160,no,cellular,aug,2,no
cus_23832,51,blue-collar,married,primary,462,no,cellular,aug,2,no
cus_23833,35,technician,married,tertiary,393,no,cellular,aug,2,no
cus_23834,47,self-employed,married,secondary,0,no,cellular,aug,6,no
cus_23835,32,management,single,tertiary,0,no,cellular,aug,2,no
cus_23836,35,management,single,tertiary,0,no,cellular,aug,2,no
cus_23837,31,management,single,tertiary,471,no,cellular,aug,2,no
cus_23838,46,management,single,tertiary,134,no,cellular,aug,2,no
cus_23839,49,management,married,tertiary,0,no,cellular,aug,2,no
cus_23840,45,technician,married,secondary,865,no,cellular,aug,4,no
cus_23841,33,technician,married,secondary,-708,no,cellular,aug,2,no
cus_23842,51,admin.,married,secondary,255,no,cellular,aug,2,no
cus_23843,59,retired,married,secondary,374,no,cellular,aug,2,no
cus_23844,48,management,divorced,tertiary,700,no,cellular,aug,2,no
cus_23845,57,admin.,married,secondary,1218,no,cellular,aug,7,no
cus_23846,33,technician,married,tertiary,599,no,cellular,aug,2,no
cus_23847,39,housemaid,divorced,primary,239,no,cellular,aug,2,no
cus_23848,39,management,single,tertiary,109,no,cellular,aug,2,no
cus_23849,42,technician,divorced,secondary,112,no,cellular,aug,4,no
cus_23850,37,management,married,tertiary,5,no,cellular,aug,2,no
cus_23851,30,management,single,tertiary,0,no,cellular,aug,2,no
cus_23852,46,blue-collar,married,secondary,877,no,cellular,aug,2,no
cus_23853,33,technician,married,secondary,8,no,cellular,aug,2,no
cus_23854,49,management,single,secondary,0,no,cellular,aug,2,no
cus_23855,36,self-employed,married,primary,0,no,cellular,aug,2,no
cus_23856,31,services,single,secondary,2070,no,cellular,aug,2,no
cus_23857,34,management,married,tertiary,53,yes,cellular,aug,2,no
cus_23858,35,technician,married,secondary,-146,no,cellular,aug,2,no
cus_23859,56,management,married,tertiary,67,yes,cellular,aug,2,no
cus_23860,32,technician,single,secondary,284,no,cellular,aug,2,no
cus_23861,33,management,married,tertiary,310,no,cellular,aug,2,no
cus_23862,48,blue-collar,married,secondary,134,no,cellular,aug,7,no
cus_23863,34,admin.,married,secondary,96,no,cellular,aug,2,no
cus_23864,35,technician,single,tertiary,33,no,cellular,aug,2,no
cus_23865,32,technician,married,secondary,444,no,cellular,aug,2,no
cus_23866,58,services,married,secondary,74,no,cellular,aug,2,no
cus_23867,31,technician,single,secondary,0,no,cellular,aug,4,no
cus_23868,33,technician,single,tertiary,176,no,cellular,aug,2,no
cus_23869,32,management,single,tertiary,0,no,cellular,aug,2,no
cus_23870,31,technician,single,secondary,-2,no,cellular,aug,2,no
cus_23871,59,self-employed,married,tertiary,1059,no,cellular,aug,2,no
cus_23872,48,technician,married,tertiary,16,no,cellular,aug,2,no
cus_23873,32,management,single,tertiary,769,no,cellular,aug,2,yes
cus_23874,36,management,married,tertiary,4,no,cellular,aug,2,no
cus_23875,33,technician,married,secondary,118,no,cellular,aug,2,no
cus_23876,38,admin.,divorced,secondary,1314,no,cellular,aug,2,no
cus_23877,54,technician,married,secondary,184,no,cellular,aug,8,no
cus_23878,39,management,married,tertiary,0,no,cellular,aug,2,no
cus_23879,48,technician,divorced,secondary,105,no,cellular,aug,2,no
cus_23880,31,technician,single,secondary,0,no,cellular,aug,14,no
cus_23881,56,services,married,unknown,628,no,cellular,aug,2,no
cus_23882,34,technician,single,secondary,943,no,cellular,aug,4,no
cus_23883,39,management,divorced,tertiary,115,no,cellular,aug,2,no
cus_23884,31,technician,married,secondary,13,no,cellular,aug,2,no
cus_23885,55,management,single,tertiary,430,no,cellular,aug,4,no
cus_23886,50,management,divorced,tertiary,0,no,cellular,aug,2,no
cus_23887,45,technician,married,secondary,88,no,cellular,aug,2,no
cus_23888,35,management,married,tertiary,171,no,cellular,aug,2,no
cus_23889,31,technician,married,secondary,251,yes,cellular,aug,2,no
cus_23890,37,management,married,tertiary,-9,no,cellular,aug,2,no
cus_23891,34,technician,married,secondary,91,no,cellular,aug,4,no
cus_23892,33,services,married,secondary,233,no,cellular,aug,2,no
cus_23893,33,technician,married,tertiary,503,no,cellular,aug,2,no
cus_23894,55,admin.,married,secondary,0,no,cellular,aug,2,no
cus_23895,41,technician,married,secondary,0,no,cellular,aug,2,no
cus_23896,33,technician,divorced,secondary,22,no,cellular,aug,2,no
cus_23897,46,blue-collar,married,primary,123,no,cellular,aug,2,no
cus_23898,60,retired,married,primary,219,no,cellular,aug,2,no
cus_23899,47,management,divorced,tertiary,310,no,cellular,aug,2,no
cus_23900,31,management,single,tertiary,96,no,cellular,aug,2,no
cus_23901,41,management,single,tertiary,2408,no,cellular,aug,2,no
cus_23902,46,blue-collar,married,secondary,1685,no,cellular,aug,2,no
cus_23903,47,entrepreneur,married,secondary,8480,no,cellular,aug,9,no
cus_23904,31,management,married,tertiary,315,no,cellular,aug,4,no
cus_23905,34,technician,divorced,secondary,7,yes,cellular,aug,2,no
cus_23906,45,blue-collar,married,primary,492,no,cellular,aug,2,no
cus_23907,32,management,married,tertiary,500,yes,cellular,aug,2,no
cus_23908,49,management,married,tertiary,146,no,cellular,aug,2,no
cus_23909,39,management,single,secondary,36,no,cellular,aug,2,no
cus_23910,47,services,married,secondary,518,no,cellular,aug,2,no
cus_23911,59,technician,divorced,secondary,2595,no,cellular,aug,2,no
cus_23912,48,management,married,tertiary,494,no,cellular,aug,8,no
cus_23913,33,management,married,tertiary,0,no,cellular,aug,2,no
cus_23914,38,technician,single,secondary,173,no,cellular,aug,4,no
cus_23915,33,management,single,tertiary,335,no,cellular,aug,4,no
cus_23916,49,technician,married,secondary,10,no,cellular,aug,2,no
cus_23917,31,technician,divorced,secondary,0,no,cellular,aug,2,no
cus_23918,46,management,divorced,secondary,-852,yes,cellular,aug,2,no
cus_23919,33,housemaid,married,secondary,230,yes,cellular,aug,2,no
cus_23920,38,management,single,tertiary,0,no,cellular,aug,2,no
cus_23921,59,technician,married,secondary,0,no,cellular,aug,2,no
cus_23922,49,blue-collar,married,secondary,102,no,cellular,aug,2,no
cus_23923,40,technician,married,secondary,56,no,cellular,aug,2,no
cus_23924,32,technician,single,secondary,1179,no,telephone,aug,2,no
cus_23925,34,management,single,secondary,194,no,cellular,aug,2,no
cus_23926,54,blue-collar,married,primary,1059,no,cellular,aug,8,no
cus_23927,45,blue-collar,married,primary,121,no,cellular,aug,11,no
cus_23928,30,management,single,tertiary,3849,no,telephone,aug,2,no
cus_23929,40,self-employed,single,tertiary,41,no,telephone,aug,2,no
cus_23930,42,unemployed,divorced,tertiary,-166,no,cellular,aug,4,no
cus_23931,33,management,single,tertiary,-359,no,telephone,aug,2,no
cus_23932,43,admin.,married,secondary,257,no,cellular,aug,6,no
cus_23933,39,technician,divorced,secondary,8,no,cellular,aug,2,no
cus_23934,40,technician,divorced,secondary,0,no,cellular,aug,3,no
cus_23935,52,technician,married,tertiary,214,no,cellular,aug,3,no
cus_23936,55,blue-collar,married,primary,771,no,cellular,aug,7,no
cus_23937,35,management,married,tertiary,511,no,cellular,aug,4,no
cus_23938,54,technician,married,secondary,1670,no,cellular,aug,7,no
cus_23939,45,blue-collar,married,primary,85,no,cellular,aug,4,no
cus_23940,33,blue-collar,married,secondary,842,no,cellular,aug,4,no
cus_23941,46,blue-collar,married,primary,201,no,cellular,aug,6,no
cus_23942,31,technician,married,secondary,4800,no,cellular,aug,4,no
cus_23943,46,management,divorced,tertiary,0,yes,cellular,aug,6,no
cus_23944,38,unknown,married,unknown,653,no,telephone,aug,7,no
cus_23945,34,entrepreneur,married,unknown,-506,no,cellular,aug,7,no
cus_23946,54,blue-collar,married,secondary,466,no,cellular,aug,4,no
cus_23947,34,technician,married,secondary,563,yes,cellular,aug,7,no
cus_23948,44,technician,married,secondary,370,yes,cellular,aug,4,no
cus_23949,32,management,single,tertiary,258,no,cellular,aug,4,no
cus_23950,33,housemaid,single,tertiary,1255,no,cellular,aug,4,no
cus_23951,41,management,married,secondary,148,no,cellular,aug,9,no
cus_23952,45,blue-collar,married,primary,292,no,cellular,aug,4,no
cus_23953,41,admin.,married,secondary,-120,no,cellular,aug,4,no
cus_23954,54,services,married,unknown,324,no,cellular,aug,11,no
cus_23955,49,blue-collar,married,secondary,0,no,cellular,aug,7,no
cus_23956,36,technician,single,tertiary,268,no,cellular,aug,12,no
cus_23957,45,technician,single,tertiary,2087,no,cellular,aug,14,no
cus_23958,48,blue-collar,married,primary,-254,yes,cellular,aug,4,no
cus_23959,41,management,married,tertiary,5936,no,cellular,aug,11,no
cus_23960,41,technician,married,secondary,593,no,cellular,aug,6,no
cus_23961,56,management,married,tertiary,665,no,cellular,aug,12,no
cus_23962,55,admin.,married,tertiary,46,no,cellular,aug,4,no
cus_23963,36,self-employed,married,tertiary,10,no,cellular,aug,4,no
cus_23964,40,management,single,tertiary,185,no,cellular,aug,4,no
cus_23965,30,technician,married,tertiary,1,no,cellular,aug,7,no
cus_23966,35,management,divorced,secondary,910,no,cellular,aug,14,no
cus_23967,31,management,married,tertiary,8312,no,cellular,aug,13,no
cus_23968,59,housemaid,married,primary,418,no,cellular,aug,4,no
cus_23969,46,technician,divorced,secondary,117,no,cellular,aug,2,no
cus_23970,38,technician,married,secondary,185,yes,cellular,aug,7,no
cus_23971,52,technician,divorced,secondary,0,no,cellular,aug,2,no
cus_23972,52,technician,married,secondary,0,no,cellular,aug,2,no
cus_23973,45,technician,married,secondary,351,no,telephone,aug,2,no
cus_23974,38,technician,single,secondary,50,no,cellular,aug,2,no
cus_23975,40,technician,divorced,secondary,841,yes,telephone,aug,2,no
cus_23976,47,blue-collar,married,secondary,947,yes,cellular,aug,7,no
cus_23977,48,blue-collar,married,secondary,1903,no,cellular,aug,6,no
cus_23978,38,management,married,tertiary,46,no,cellular,aug,4,no
cus_23979,60,admin.,married,secondary,221,no,cellular,aug,4,no
cus_23980,46,blue-collar,married,unknown,0,no,telephone,aug,2,no
cus_23981,34,technician,married,secondary,0,no,cellular,aug,4,no
cus_23982,33,technician,married,secondary,74,no,cellular,aug,2,no
cus_23983,47,self-employed,married,primary,1056,no,telephone,aug,2,no
cus_23984,58,retired,married,primary,69,no,cellular,aug,8,no
cus_23985,47,management,single,tertiary,124,no,cellular,aug,7,no
cus_23986,34,technician,divorced,secondary,347,no,cellular,aug,14,no
cus_23987,32,management,married,tertiary,16,no,telephone,aug,2,no
cus_23988,31,technician,single,secondary,0,no,cellular,aug,2,no
cus_23989,42,technician,married,unknown,-401,no,telephone,aug,2,no
cus_23990,41,technician,divorced,secondary,88,no,cellular,aug,2,no
cus_23991,37,technician,married,secondary,-3,no,cellular,aug,4,no
cus_23992,56,retired,married,secondary,4577,no,cellular,aug,2,no
cus_23993,52,services,married,secondary,627,no,cellular,aug,10,no
cus_23994,49,self-employed,married,secondary,1683,no,cellular,aug,4,no
cus_23995,36,technician,single,secondary,35,no,cellular,aug,2,no
cus_23996,32,technician,single,secondary,224,no,cellular,aug,4,no
cus_23997,60,technician,single,secondary,0,no,telephone,aug,2,no
cus_23998,49,technician,single,secondary,114,no,cellular,aug,6,no
cus_23999,35,management,single,tertiary,385,no,cellular,aug,2,no
cus_24000,36,management,single,tertiary,26,no,cellular,aug,4,no
cus_24001,36,technician,divorced,secondary,861,no,telephone,aug,2,no
cus_24002,33,technician,single,tertiary,125,no,telephone,aug,2,no
cus_24003,34,technician,married,secondary,1795,no,cellular,aug,2,no
cus_24004,37,technician,married,secondary,449,no,cellular,aug,4,no
cus_24005,32,management,single,tertiary,2233,no,cellular,aug,7,no
cus_24006,30,technician,single,secondary,124,no,cellular,aug,4,no
cus_24007,37,technician,married,secondary,261,no,cellular,aug,4,no
cus_24008,45,technician,married,secondary,183,no,cellular,aug,4,no
cus_24009,52,technician,married,secondary,64,no,telephone,aug,2,no
cus_24010,46,technician,married,secondary,591,no,telephone,aug,2,no
cus_24011,46,unemployed,married,secondary,46,no,telephone,aug,2,no
cus_24012,33,technician,married,secondary,23,no,cellular,aug,4,no
cus_24013,39,technician,divorced,secondary,0,no,cellular,aug,6,no
cus_24014,49,management,married,tertiary,0,no,cellular,aug,6,no
cus_24015,50,admin.,married,tertiary,0,no,telephone,aug,2,no
cus_24016,47,admin.,married,tertiary,1077,no,telephone,aug,2,no
cus_24017,37,admin.,married,secondary,373,no,cellular,aug,10,no
cus_24018,43,technician,single,tertiary,0,no,cellular,aug,4,no
cus_24019,53,unemployed,married,tertiary,240,no,cellular,aug,3,no
cus_24020,31,management,single,tertiary,7554,no,telephone,aug,1,no
cus_24021,35,management,single,tertiary,0,no,cellular,aug,6,no
cus_24022,37,technician,married,secondary,41,no,cellular,aug,5,no
cus_24023,51,blue-collar,married,primary,-27,no,telephone,aug,4,no
cus_24024,37,housemaid,married,primary,0,no,cellular,aug,12,no
cus_24025,47,admin.,married,secondary,84,no,telephone,aug,3,no
cus_24026,57,retired,married,tertiary,42,no,cellular,aug,4,no
cus_24027,36,technician,single,secondary,2419,no,cellular,aug,3,no
cus_24028,32,management,single,tertiary,123,no,telephone,aug,11,no
cus_24029,33,management,married,tertiary,32,no,cellular,aug,7,no
cus_24030,38,self-employed,married,tertiary,0,no,cellular,aug,3,no
cus_24031,51,blue-collar,married,secondary,4695,no,cellular,aug,10,no
cus_24032,31,housemaid,single,secondary,13099,no,cellular,aug,9,no
cus_24033,37,management,single,tertiary,3452,no,cellular,aug,9,no
cus_24034,46,management,married,tertiary,212,no,cellular,aug,3,no
cus_24035,53,entrepreneur,married,secondary,0,no,cellular,aug,3,no
cus_24036,59,blue-collar,married,primary,1227,no,cellular,aug,5,no
cus_24037,34,management,divorced,tertiary,36,no,telephone,aug,7,no
cus_24038,46,technician,divorced,secondary,-90,yes,telephone,oct,1,yes
cus_24039,30,self-employed,married,tertiary,1785,no,other,oct,1,yes
cus_24040,49,management,married,tertiary,0,no,telephone,oct,1,yes
cus_24041,43,management,married,tertiary,0,no,telephone,oct,1,no
cus_24042,36,blue-collar,married,secondary,1828,no,telephone,oct,1,no
cus_24043,28,blue-collar,single,secondary,9,no,other,oct,1,no
cus_24044,36,self-employed,single,tertiary,-103,yes,telephone,oct,1,yes
cus_24045,47,admin.,divorced,secondary,555,yes,telephone,oct,1,yes
cus_24046,37,management,divorced,tertiary,199,no,other,oct,1,no
cus_24047,50,blue-collar,married,primary,12519,no,other,oct,1,no
cus_24048,32,management,married,tertiary,9214,yes,other,oct,1,no
cus_24049,31,entrepreneur,married,tertiary,79,no,other,oct,1,no
cus_24050,52,technician,married,secondary,5303,no,other,oct,1,yes
cus_24051,52,management,married,tertiary,6,no,telephone,oct,1,no
cus_24052,45,admin.,divorced,secondary,1293,yes,telephone,oct,1,no
cus_24053,47,admin.,married,secondary,24556,no,telephone,oct,1,no
cus_24054,48,student,single,unknown,1279,no,telephone,oct,1,no
cus_24055,43,management,married,tertiary,1258,no,other,oct,1,yes
cus_24056,30,technician,married,tertiary,239,no,telephone,oct,1,no
cus_24057,34,blue-collar,divorced,secondary,882,yes,telephone,oct,1,no
cus_24058,44,technician,single,secondary,1679,no,telephone,oct,1,yes
cus_24059,30,blue-collar,married,secondary,1664,no,telephone,oct,1,yes
cus_24060,33,admin.,married,tertiary,882,no,telephone,oct,1,no
cus_24061,32,admin.,married,secondary,8749,yes,other,oct,1,yes
cus_24062,42,admin.,single,secondary,-247,yes,telephone,oct,1,yes
cus_24063,40,technician,married,secondary,1159,no,telephone,oct,1,no
cus_24064,33,services,married,secondary,3444,no,telephone,oct,1,yes
cus_24065,58,retired,married,tertiary,2199,no,telephone,oct,1,no
cus_24066,35,management,married,tertiary,0,no,other,oct,1,no
cus_24067,31,blue-collar,married,primary,7424,no,other,oct,1,no
cus_24068,45,admin.,married,secondary,5346,yes,other,oct,1,yes
cus_24069,58,management,divorced,tertiary,26254,no,other,oct,1,no
cus_24070,45,blue-collar,married,secondary,1144,no,other,oct,1,yes
cus_24071,28,student,single,secondary,2351,no,telephone,oct,1,yes
cus_24072,36,management,married,tertiary,2415,no,telephone,oct,1,no
cus_24073,42,admin.,single,secondary,164,yes,other,oct,1,no
cus_24074,32,technician,single,tertiary,5514,no,telephone,oct,1,yes
cus_24075,28,self-employed,married,secondary,123,yes,telephone,oct,1,yes
cus_24076,40,management,married,tertiary,3352,no,telephone,oct,1,yes
cus_24077,36,management,married,tertiary,0,no,telephone,oct,1,yes
cus_24078,44,admin.,divorced,primary,429,no,telephone,oct,1,yes
cus_24079,51,entrepreneur,married,tertiary,5254,no,other,oct,1,yes
cus_24080,56,technician,married,secondary,589,no,other,oct,1,yes
cus_24081,57,unknown,married,unknown,19268,no,other,oct,1,yes
cus_24082,26,services,single,secondary,1445,no,telephone,oct,1,yes
cus_24083,40,technician,divorced,tertiary,568,no,other,oct,1,yes
cus_24084,49,admin.,married,secondary,10250,no,telephone,oct,1,yes
cus_24085,50,management,single,tertiary,3537,no,other,oct,1,yes
cus_24086,44,blue-collar,married,secondary,1324,no,telephone,oct,1,no
cus_24087,58,admin.,divorced,secondary,1947,no,telephone,oct,1,yes
cus_24088,37,admin.,married,secondary,1967,no,telephone,oct,1,yes
cus_24089,36,technician,single,secondary,3254,no,other,oct,1,yes
cus_24090,39,entrepreneur,married,primary,437,no,other,oct,1,yes
cus_24091,58,retired,married,primary,3260,no,telephone,oct,1,no
cus_24092,27,entrepreneur,married,secondary,2329,no,telephone,oct,1,yes
cus_24093,33,management,married,tertiary,431,no,telephone,oct,1,no
cus_24094,47,management,divorced,tertiary,12026,no,telephone,oct,1,yes
cus_24095,30,admin.,married,secondary,1310,no,telephone,oct,1,no
cus_24096,39,admin.,married,secondary,1757,no,telephone,oct,1,yes
cus_24097,57,technician,married,secondary,7554,no,telephone,oct,1,yes
cus_24098,38,management,married,tertiary,385,no,telephone,oct,1,yes
cus_24099,43,management,married,secondary,107,yes,telephone,oct,1,yes
cus_24100,34,technician,married,secondary,1012,yes,telephone,oct,1,yes
cus_24101,31,admin.,married,secondary,352,no,telephone,oct,1,no
cus_24102,35,management,divorced,tertiary,0,no,telephone,oct,1,yes
cus_24103,58,management,divorced,tertiary,372,yes,other,oct,1,yes
cus_24104,39,blue-collar,single,unknown,3912,no,telephone,oct,1,no
cus_24105,60,blue-collar,married,secondary,1801,no,telephone,oct,1,no
cus_24106,59,management,divorced,tertiary,258,no,telephone,oct,1,yes
cus_24107,35,management,single,tertiary,7506,no,other,oct,1,yes
cus_24108,42,technician,divorced,secondary,314,no,other,oct,1,yes
cus_24109,43,retired,married,secondary,860,no,telephone,oct,1,yes
cus_24110,36,entrepreneur,married,tertiary,6,no,telephone,oct,1,no
cus_24111,34,housemaid,married,secondary,0,no,other,oct,1,yes
cus_24112,35,blue-collar,single,secondary,3623,no,telephone,oct,1,yes
cus_24113,43,self-employed,married,primary,0,no,telephone,oct,1,no
cus_24114,38,admin.,single,secondary,2470,no,telephone,oct,1,yes
cus_24115,39,blue-collar,married,secondary,1307,no,telephone,oct,1,yes
cus_24116,58,retired,divorced,tertiary,3237,no,telephone,oct,1,yes
cus_24117,27,management,single,tertiary,185,no,cellular,oct,1,no
cus_24118,34,technician,single,secondary,1866,no,cellular,nov,1,no
cus_24119,41,services,married,secondary,523,yes,telephone,nov,1,no
cus_24120,60,management,married,tertiary,5041,no,telephone,nov,1,yes
cus_24121,28,management,single,tertiary,1335,yes,other,nov,1,no
cus_24122,26,technician,single,tertiary,172,yes,telephone,nov,1,no
cus_24123,34,entrepreneur,married,tertiary,0,no,telephone,nov,1,no
cus_24124,56,technician,married,secondary,6619,no,telephone,nov,1,yes
cus_24125,34,management,married,tertiary,8,no,telephone,nov,1,no
cus_24126,50,admin.,divorced,secondary,237,yes,telephone,nov,1,yes
cus_24127,51,admin.,single,secondary,3132,no,telephone,nov,1,no
cus_24128,26,management,single,tertiary,4683,no,telephone,nov,1,no
cus_24129,31,management,married,tertiary,1331,no,other,nov,1,yes
cus_24130,37,services,married,secondary,1970,no,telephone,nov,1,yes
cus_24131,44,self-employed,married,secondary,706,no,other,nov,1,yes
cus_24132,59,retired,divorced,secondary,1026,no,other,nov,1,yes
cus_24133,43,services,married,secondary,94,yes,telephone,nov,1,no
cus_24134,49,management,married,secondary,249,no,telephone,nov,1,yes
cus_24135,48,management,divorced,tertiary,15,no,other,nov,1,no
cus_24136,34,management,married,tertiary,1770,no,other,nov,1,no
cus_24137,30,management,single,tertiary,12857,no,cellular,nov,1,yes
cus_24138,36,admin.,married,secondary,3321,no,telephone,nov,1,no
cus_24139,31,technician,single,tertiary,2807,no,other,nov,1,yes
cus_24140,28,unemployed,single,tertiary,7,no,cellular,nov,1,no
cus_24141,29,management,single,tertiary,572,no,telephone,nov,1,yes
cus_24142,33,management,single,tertiary,1956,no,telephone,nov,1,no
cus_24143,40,blue-collar,married,secondary,5060,no,other,nov,1,yes
cus_24144,43,admin.,single,secondary,35,no,telephone,nov,1,no
cus_24145,38,management,married,tertiary,1101,no,telephone,nov,1,no
cus_24146,33,technician,married,secondary,1234,no,telephone,nov,1,no
cus_24147,23,admin.,single,secondary,40,no,telephone,nov,1,no
cus_24148,59,technician,married,tertiary,6573,no,telephone,nov,1,no
cus_24149,38,management,single,tertiary,6490,no,telephone,nov,1,no
cus_24150,31,management,married,tertiary,163,yes,telephone,nov,1,no
cus_24151,33,unemployed,divorced,secondary,1005,no,telephone,nov,1,no
cus_24152,43,admin.,married,secondary,2271,no,telephone,nov,1,yes
cus_24153,40,management,single,secondary,9916,no,telephone,nov,1,no
cus_24154,48,management,married,tertiary,1,no,telephone,nov,1,yes
cus_24155,47,technician,married,secondary,0,no,other,nov,1,no
cus_24156,31,technician,married,secondary,585,no,telephone,nov,1,no
cus_24157,33,unemployed,married,secondary,456,no,telephone,nov,1,no
cus_24158,34,management,married,tertiary,676,no,telephone,nov,1,yes
cus_24159,28,self-employed,single,tertiary,160,no,other,nov,1,yes
cus_24160,34,admin.,married,tertiary,899,no,other,nov,1,yes
cus_24161,47,blue-collar,married,secondary,1230,no,telephone,nov,1,yes
cus_24162,22,technician,single,secondary,333,yes,telephone,nov,1,no
cus_24163,37,technician,married,secondary,1016,yes,telephone,nov,1,no
cus_24164,26,management,married,tertiary,52,yes,telephone,nov,1,no
cus_24165,30,admin.,married,secondary,873,no,telephone,nov,1,no
cus_24166,43,blue-collar,divorced,primary,219,no,telephone,nov,1,no
cus_24167,33,admin.,single,secondary,206,no,telephone,nov,1,no
cus_24168,40,blue-collar,married,secondary,718,yes,telephone,nov,1,no
cus_24169,59,housemaid,married,tertiary,0,no,telephone,nov,1,yes
cus_24170,30,management,single,tertiary,1243,no,telephone,nov,1,no
cus_24171,32,management,married,tertiary,62,no,telephone,nov,1,no
cus_24172,32,blue-collar,single,tertiary,700,no,other,nov,1,yes
cus_24173,31,entrepreneur,single,secondary,0,no,telephone,nov,1,yes
cus_24174,49,admin.,married,secondary,3608,no,other,nov,1,yes
cus_24175,46,unknown,married,unknown,677,no,other,nov,1,no
cus_24176,27,student,single,secondary,67,no,telephone,nov,1,yes
cus_24177,35,unemployed,single,secondary,127,no,telephone,nov,1,yes
cus_24178,32,blue-collar,married,secondary,2089,no,cellular,nov,1,yes
cus_24179,57,blue-collar,married,unknown,3585,no,telephone,nov,1,yes
cus_24180,58,management,married,tertiary,4152,no,telephone,nov,1,yes
